epoch_number,train_accuracy,validation_accuracy,train_loss,learning_rate
0,90.40178571428571,91.66666666666667,0.5531579852104187,0.002
1,90.40178571428571,91.66666666666667,0.38143596053123474,0.002
2,90.40178571428571,91.66666666666667,0.3224357068538666,0.002
3,90.40178571428571,91.66666666666667,0.3161027133464813,0.002
4,90.40178571428571,91.66666666666667,0.31692346930503845,0.002
5,90.40178571428571,91.66666666666667,0.3119031488895416,0.002
6,90.40178571428571,91.66666666666667,0.3147124648094177,0.002
7,90.40178571428571,91.66666666666667,0.31392812728881836,0.002
8,90.40178571428571,91.66666666666667,0.3139615058898926,0.002
9,90.40178571428571,91.66666666666667,0.31360775232315063,0.002
10,90.40178571428571,91.66666666666667,0.3133997619152069,0.002
11,90.40178571428571,91.66666666666667,0.3150182366371155,0.002
12,90.40178571428571,91.66666666666667,0.3118259310722351,0.002
13,90.40178571428571,91.66666666666667,0.3131222426891327,0.002
14,90.40178571428571,91.66666666666667,0.316105455160141,0.002
15,90.40178571428571,91.66666666666667,0.31326794624328613,0.002
16,90.40178571428571,91.66666666666667,0.31260964274406433,0.002
17,90.40178571428571,91.66666666666667,0.31241366267204285,0.002
18,90.40178571428571,91.66666666666667,0.31310009956359863,0.002
19,90.40178571428571,91.66666666666667,0.3146588206291199,0.002
20,90.40178571428571,91.66666666666667,0.3124787509441376,0.002
21,90.40178571428571,91.66666666666667,0.31319916248321533,0.002
22,90.40178571428571,91.66666666666667,0.31162500381469727,0.002
23,90.40178571428571,91.66666666666667,0.31056901812553406,0.002
24,90.40178571428571,91.66666666666667,0.31235480308532715,0.002
25,90.40178571428571,91.66666666666667,0.31165313720703125,0.002
26,90.40178571428571,91.66666666666667,0.3112027645111084,0.002
27,90.40178571428571,91.66666666666667,0.3107946813106537,0.002
28,90.40178571428571,91.66666666666667,0.3117777705192566,0.002
29,90.40178571428571,91.66666666666667,0.3124791979789734,0.002
30,90.40178571428571,91.66666666666667,0.31192541122436523,0.002
31,90.40178571428571,91.66666666666667,0.311982125043869,0.002
32,90.40178571428571,91.66666666666667,0.31503674387931824,0.002
33,90.40178571428571,91.66666666666667,0.31178295612335205,0.002
34,90.40178571428571,91.66666666666667,0.31303897500038147,0.002
35,90.40178571428571,91.66666666666667,0.31140193343162537,0.002
36,90.40178571428571,91.66666666666667,0.30906692147254944,0.002
37,90.40178571428571,91.66666666666667,0.31046563386917114,0.002
38,90.40178571428571,91.66666666666667,0.3079855144023895,0.002
39,90.40178571428571,91.66666666666667,0.3111209273338318,0.002
